Date,AAPL,MSFT,GOOGL,AMZN,IBM,ORCL,CSCO,INTC,NVDA,AMD,TXN,AVGO,ADI,AMAT,LRCX,KLAC,MU,MCHP,ON,MRVL,MPWR,SWKS,TER,ADBE,CRM,INTU,ADSK,AKAM,FTNT,VRSN,CDNS,SNPS,ACN,ADP,PAYX,CTSH,NTAP,STX,WDC,HPQ,XRX,NFLX,EBAY,EXPE,FFIV,CHKP,TYL
2010-11-01,9.131519317626953,20.472875595092773,15.284968376159668,8.128999710083008,80.45723724365234,23.713552474975586,14.909773826599121,13.623071670532227,0.275982528924942,7.360000133514404,19.939617156982422,1.6818784475326538,23.975053787231445,9.718138694763184,3.838151216506958,20.515165328979492,7.945380687713623,11.02519702911377,7.789999961853027,16.630874633789062,13.815499305725098,18.267980575561523,10.354046821594238,28.219999313354492,28.141477584838867,42.50726318359375,34.90999984741211,50.79999923706055,3.187999963760376,29.072885513305664,8.4399995803833,25.450000762939453,34.29595947265625,27.718799591064453,17.179624557495117,28.95692253112793,39.50487518310547,7.555810451507568,19.73406410217285,12.524609565734863,14.626177787780762,23.90999984741211,11.035983085632324,37.703857421875,116.37000274658203,43.36000061035156,20.149999618530273
2010-11-02,9.287025451660156,20.807119369506836,15.299880981445312,8.230500221252441,80.74916076660156,24.039182662963867,15.072409629821777,13.470746040344238,0.28171300888061523,7.539999961853027,20.04798698425293,1.6995232105255127,24.36517333984375,9.804556846618652,3.9147789478302,20.688236236572266,7.916098117828369,11.16967487335205,7.820000171661377,16.73316764831543,14.167098999023438,18.599254608154297,10.372472763061523,29.020000457763672,28.557104110717773,42.754398345947266,35.310001373291016,51.790000915527344,3.0989999771118164,28.99688720703125,8.5,25.59000015258789,34.31121063232422,27.780780792236328,17.38436508178711,29.18398094177246,39.74214553833008,7.680440425872803,19.970003128051758,12.648411750793457,14.764750480651855,24.515714645385742,11.302860260009766,37.902015686035156,117.3499984741211,43.0,20.579999923706055
2010-11-03,9.390294075012207,20.533649444580078,15.41370964050293,8.423500061035156,80.93445587158203,23.770536422729492,15.423677444458008,13.669647216796875,0.2837759554386139,7.639999866485596,20.318906784057617,1.7418700456619263,24.58506965637207,9.85169792175293,3.976931095123291,20.815160751342773,7.896575927734375,11.307271003723145,7.860000133514404,16.784313201904297,14.450098037719727,18.389183044433594,10.602766990661621,28.799999237060547,28.809450149536133,42.52491760253906,35.310001373291016,52.5099983215332,3.0999999046325684,29.14887809753418,8.449999809265137,25.56999969482422,34.5781364440918,27.9791316986084,17.45261001586914,28.609647750854492,39.85335922241211,7.623318672180176,20.133344650268555,12.91369915008545,14.739556312561035,24.494285583496094,11.317893981933594,37.8888053894043,122.91999816894531,42.7400016784668,20.399999618530273
2010-11-04,9.5545015335083,20.61720848083496,15.515360832214355,8.446499824523926,82.40526580810547,23.990331649780273,15.748942375183105,13.996710777282715,0.2842344343662262,8.0,20.826873779296875,1.7849231958389282,25.273120880126953,10.126667022705078,4.098681449890137,21.813236236572266,8.355339050292969,11.678794860839844,8.010000228881836,17.491825103759766,13.206619262695312,19.132511138916016,10.750153541564941,29.459999084472656,28.21074676513672,42.98388671875,35.84000015258789,53.630001068115234,3.055999994277954,29.782184600830078,8.460000038146973,25.709999084472656,34.829811096191406,28.363435745239258,17.539474487304688,28.61855125427246,40.728275299072266,7.747950553894043,20.314836502075195,12.990337371826172,15.029312133789062,23.974285125732422,11.332932472229004,35.89395523071289,120.88999938964844,43.0,20.709999084472656
2010-11-05,9.520279884338379,20.396913528442383,15.535492897033691,8.53849983215332,82.47824096679688,23.811237335205078,15.781463623046875,14.176922798156738,0.28904810547828674,8.039999961853027,21.314531326293945,1.7905694246292114,25.202180862426758,10.197372436523438,4.05526065826416,21.674768447875977,8.452947616577148,11.682230949401855,8.210000038146973,17.730510711669922,13.275224685668945,19.52839469909668,10.925174713134766,29.139999389648438,27.99798583984375,42.763240814208984,35.68000030517578,53.279998779296875,3.128999948501587,29.680856704711914,8.609999656677246,25.84000015258789,34.829811096191406,28.413013458251953,17.49604034423828,28.20895004272461,40.85432815551758,7.955672264099121,21.02869415283203,12.887171745300293,14.99150562286377,24.014286041259766,11.603570938110352,36.06570053100586,123.0,43.349998474121094,20.65999984741211
2010-11-08,9.565009117126465,20.366525650024414,15.577495574951172,8.599499702453613,82.58535766601562,23.640291213989258,15.8660306930542,14.170247077941895,0.2901942729949951,8.140000343322754,21.253578186035156,1.7820994853973389,25.1241455078125,10.05595588684082,4.1182637214660645,21.876680374145508,8.042989730834961,11.620311737060547,8.260000228881836,17.704938888549805,12.983656883239746,19.286020278930664,11.155470848083496,29.290000915527344,28.327028274536133,42.851497650146484,35.40999984741211,54.13999938964844,3.0980000495910645,29.87506675720215,8.529999732971191,25.75,34.303592681884766,28.183673858642578,17.291297912597656,28.04422378540039,41.49939727783203,7.820652961730957,21.04684829711914,13.043397903442383,14.777345657348633,24.161428451538086,11.592293739318848,37.016883850097656,122.81999969482422,43.349998474121094,20.75
2010-11-09,9.488758087158203,20.472875595092773,15.529029846191406,8.513500213623047,82.4049072265625,23.396074295043945,15.840007781982422,14.123523712158203,0.28858980536460876,7.909999847412109,21.226484298706055,1.7524566650390625,24.875892639160156,10.071673393249512,3.9999172687530518,21.58822250366211,7.711117744445801,11.637513160705566,8.15999984741211,17.432153701782227,13.352404594421387,19.229459762573242,10.759366989135742,29.489999771118164,28.393823623657227,42.825035095214844,35.29999923706055,51.560001373291016,3.11899995803833,29.621746063232422,8.420000076293945,25.559999465942383,34.5476188659668,28.084503173828125,17.229263305664062,28.2490234375,41.98875045776367,7.602547645568848,20.913755416870117,13.005083084106445,14.827741622924805,24.351428985595703,11.475768089294434,36.13176345825195,120.41999816894531,43.189998626708984,20.549999237060547
2010-11-10,9.547295570373535,20.46528434753418,15.480815887451172,8.666500091552734,82.63612365722656,23.355363845825195,15.931081771850586,14.043425559997559,0.2920280694961548,7.75,21.226484298706055,1.7369292974472046,24.620532989501953,10.09523868560791,3.9335086345672607,21.71019172668457,7.681836128234863,11.65471363067627,8.149999618530273,17.27020263671875,14.004162788391113,19.229459762573242,10.685670852661133,29.790000915527344,29.163225173950195,43.0986442565918,35.86000061035156,51.849998474121094,3.0980000495910645,29.216428756713867,8.479999542236328,25.59000015258789,34.700164794921875,28.332435607910156,17.21685028076172,28.306903839111328,42.18895721435547,7.488302230834961,20.27853775024414,13.01687240600586,14.575780868530273,25.26714324951172,11.62612247467041,36.277076721191406,122.88999938964844,43.95000076293945,20.510000228881836
2010-11-11,9.50587272644043,20.267765045166016,15.339398384094238,8.518500328063965,82.00458526611328,23.2576847076416,13.348546028137207,14.156899452209473,0.28904810547828674,7.630000114440918,20.860740661621094,1.7538681030273438,24.166576385498047,9.922403335571289,3.8628416061401367,21.46626853942871,7.6623148918151855,11.54807186126709,8.100000381469727,17.065614700317383,13.704010963439941,18.841638565063477,10.869908332824707,29.940000534057617,28.878721237182617,43.0721549987793,36.279998779296875,50.439998626708984,3.0429999828338623,29.199546813964844,8.430000305175781,25.329999923706055,33.73925018310547,28.40682029724121,17.229263305664062,28.4003963470459,41.106422424316406,7.488302230834961,19.95790672302246,12.704416275024414,14.412005424499512,25.020000457763672,11.573498725891113,36.092124938964844,123.69999694824219,43.66999816894531,20.40999984741211
2010-11-12,9.247099876403809,19.9563045501709,14.993931770324707,8.284000396728516,81.05162048339844,23.054170608520508,13.107850074768066,14.370489120483398,0.30394747853279114,7.630000114440918,20.962337493896484,1.8152720928192139,24.265872955322266,9.890979766845703,3.857731580734253,21.30363655090332,7.535421371459961,11.541189193725586,8.039999961853027,16.90365219116211,13.729741096496582,18.696199417114258,10.667248725891113,29.540000915527344,28.453197479248047,42.401363372802734,35.25,49.77000045776367,3.0320000648498535,28.88711166381836,8.319999694824219,25.1299991607666,33.068111419677734,28.152687072753906,17.21685028076172,28.151079177856445,40.120277404785156,7.316932201385498,19.709869384765625,12.442071914672852,14.223042488098145,24.71428680419922,11.329172134399414,35.220211029052734,123.86000061035156,43.20000076293945,20.25
